Rank,name,Drug.Name,Main.Target,average.cell.count,average.p53.intensity,Mahalanobis_dist
1,SN00735541,Ouabain,Blocks_movement_of_the_H5_and_H6_transmembrane_domains_of_Na+-K+_ATPases,-6.643856189774724,0.18903382439001687,304.6342704155939
2,SN00738029,Proscillaridin_A,Na+/K+-ATPase_inhibitor,-5.058893689053568,0.2630344058337938,152.29930122377834
3,SN00756187,2-Chloro-N6-cyclopentyladenosine,"Potent,_selective_A1_agonist",-0.014499569695115089,1.7484612330040354,119.41862515643973
4,SN00756333,Ouabain,"Na+,K+-ATPase_inhibitor",-4.058893689053568,0.16349873228287956,103.81597027910215
5,SN00765849,"LAQ824(NVP-LAQ824,Dacinostat)",HDAC,-4.643856189774724,0.925999418556223,101.53358937339111
6,SN00765848,PCI-24781,HDAC,-4.321928094887363,0.632268215499513,94.04622380706601
7,SN00765843,LBH589_(Panobinostat),HDAC,-4.643856189774724,1.2141248053528473,93.849238624099
8,SN00734836,Emetine_dihydrochloride_hydrate,Apoptosis_inducer;_RNA-Protein_translation_inhibitor,-2.473931188332412,0.11103131238874395,88.72979594532194
9,SN00737072,Quinacrine_dihydrochloride_dihydrate,Monoamine_oxydase_inhibitor,-0.3040061868900999,1.9781956296816516,88.39987991491917
10,SN00737866,Lanatoside_C,Na+_K+_ATPase_inhibitor,-4.321928094887363,0.7907720378619999,88.20428965645846
11,SN00756390,Anisomycin,Protein_synthesis_inhibitor,-3.321928094887362,0.18903382439001687,83.90761840403749
12,SN00765798,Trichostatin_A,HDAC_inhibitor,-4.321928094887363,0.925999418556223,83.66361144247978
13,SN00750380,LAQ824,HDAC,-3.473931188332412,0.37851162325372983,76.44860128190415
14,SN00765850,MGCD0103(Mocetinostat),HDAC,-3.473931188332412,0.4005379295837288,75.35182707603168
15,SN00765847,Belinostat,HDAC,-4.058893689053568,0.8237493603082727,75.0922513336041
16,SN00750406,LBH-589(Panobinostat),HDAC,-4.058893689053568,0.9183862344463479,71.77256252860502
17,SN00765844,Trichostatin_A,HDAC,-4.058893689053568,1.1375035237499351,64.85370725257528
18,SN00737973,Digoxigenin,Mainly_used_as_a_non-isotopic_label_for_DNA,-2.395928676331139,0.6229303509201767,60.43306741586739
19,SN00765842,ITF2357,HDAC,-3.8365012677171206,1.0840642647884746,57.651756256423226
20,SN00765855,SB939,HDAC,-3.8365012677171206,1.1699250014423124,55.001020074503884
21,SN00750405,Bortezomib,proteasome,-4.058893689053568,1.8836208162856714,49.332945735622786
22,SN00750381,JNJ-26481585,HDAC,-3.321928094887362,0.9335726382610239,48.92210440281405
23,SN00756080,Brefeldin_A,Disrupts_protein_translocation_to_Golgi,-2.8365012677171206,0.8399595874895318,47.69016292703169
24,SN00765857,AR-42,HDAC,-3.8365012677171206,1.4750848829487826,46.9118677007722
25,SN00738024,Disulfiram,Dopamine_beta-hydroxylase_inhibitor,-3.8365012677171206,1.5558161550616396,45.119586667697085
