Rank,name,Drug.Name,Main.Target,average.cell.count,average.p53.intensity,Mahalanobis_dist
1,SN00765849,"LAQ824(NVP-LAQ824,Dacinostat)",HDAC,-3.8365012677171206,0.32192809488736235,214.2083242896632
2,SN00735139,"3,4-Dichloroisocoumarin",Serine_protease_inhibitor,-1.0291463456595165,0.056583528366367514,196.91333439691095
3,SN00765843,LBH589_(Panobinostat),HDAC,-3.8365012677171206,0.7136958148433589,172.93449200346296
4,SN00765844,Trichostatin_A,HDAC,-3.643856189774725,0.8073549220576041,149.4244736018899
5,SN00756333,Ouabain,"Na+,K+-ATPase_inhibitor",-2.9434164716336326,0.49569516262406876,141.19497230795028
6,SN00735541,Ouabain,Blocks_movement_of_the_H5_and_H6_transmembrane_domains_of_Na+-K+_ATPases,-3.643856189774725,1.0908534304511135,124.70790713680404
7,SN00736944,Tocainide_hydrochloride,Na+_channel_inhibitor,-0.23446525363702297,1.8155754288625725,116.64947427659581
8,SN00765841,JNJ-26481585,HDAC,-3.473931188332412,1.0565835283663676,116.25975709058129
9,SN00756086,Levcromakalim,KATP_channel_opener._Active_enantiomer_of_cromakalim_(Cat._No._1377),-0.25153876699596445,1.9183862344463478,111.19410050119123
10,SN00750381,JNJ-26481585,HDAC,-3.1844245711374275,0.963474123974886,107.90433284703492
11,SN00738029,Proscillaridin_A,Na+/K+-ATPase_inhibitor,-2.736965594166206,1.0496307677246004,83.52853065977664
12,SN00750406,LBH-589(Panobinostat),HDAC,-3.0588936890535687,1.3103401206121505,75.21552896720618
13,SN00737528,Sparfloxacin,bacterial_DNA_gyrase_inhibitor,-0.9159357352115255,2.211012193485512,51.70776749940932
14,SN00755899,Actinomycin_D,Inhibits_RNA_polymerase,-3.643856189774725,3.605257262939004,48.1217274959672
15,SN00750312,AZD8055,mTOR,-1.8889686876112561,1.5310694927259543,44.17236988019156
16,SN00737234,Colistin_sulfate,Performs_membrane_ionophores,-1.0291463456595165,2.2957230245399685,42.99230604757745
17,SN00750467,Amisulpride,Dopamine_Receptor,-1.0892673380970874,2.176322772640463,42.81772417298411
18,SN00737900,Medrysone,NA,-1.0291463456595165,2.400537929583729,40.76819308105367
19,SN00737778,Digoxin,Na+_K+_ATPase_inhibitor,-2.2515387669959646,1.5704629310260412,40.18341078721556
20,SN00735550,Phorbol_12-myristate_13-acetate,Activates_protein_kinase_C_in_vivo_and_in_vitro;_strong_NO_promoter;_promotes_expression_of_iNOS_in_cultured_hepatocytes;T_lymphocyte_activator,-2.395928676331139,1.6182386555954547,38.482217832427274
21,SN00735385,Cephradine,Semisynthetic_cephalosporin_antibiotic;_interferes_with_cell_wall_synthesis,-1.1844245711374275,2.2387868595871163,36.300490600669
22,SN00756532,Camptothecin,DNA_topoisomerase_inhibitor,-2.1844245711374275,4.286881147788161,35.265269727772015
23,SN00735327,ATPO,Competitive_antagonist_at_GluR1-4_(AMPA-preferring)_receptors,-1.2175914350726267,2.2265085298086795,35.0449320728496
24,SN00734976,S(-)-Timolol_maleate,beta_Adrenoceptor_antagonist;_antihypertensive;_antiarrhythmic;_antiglaucoma_agent,-1.1202942337177118,2.594548549550354,32.829294150792904
25,SN00750170,YM155,Survivin,-2.473931188332412,1.7697717392494479,31.407004792095066
26,SN00735607,(±)-p-Aminoglutethimide,Inhibits_Cytochrome_P450-dependent_hydroxylation_reactions_that_are_necessary_for_aromatization,-1.8365012677171204,1.7990873060740036,31.051964103420982
27,SN00765842,ITF2357,HDAC,-3.0588936890535687,2.1634987322828794,29.850412159488737
28,SN00750480,BIBW2992(Tovok),"EGFR,_HER2",-1.286304185156641,2.361768359419153,28.644779113656735
29,SN00756326,Homoharringtonine,Inhibitor_of_protein_synthesis._Antileukemic_agent,-2.1202942337177118,1.8114710305298358,27.648406429425677
30,SN00765797,Ganetespib_(STA-9090),HSP90_and_its_client_proteins_inhibitor,-3.0588936890535687,3.805292455600712,25.598070083963577
31,SN00735552,Thapsigargin,"Potent,_cell-permeable,_IP3-independent_intracellular_calcium_releaser",-2.2515387669959646,1.859969548221026,25.36033372517407
32,SN00750398,17-AAG(Geldanamycin),HSP90,-2.473931188332412,4.094236069845765,25.25167090702289
33,SN00756104,A_205804,Selective_inhibitor_of_E-selectin_and_ICAM-1_expression,-2.2515387669959646,4.074676686294496,24.40728775162525
34,SN00742864,GSK2126458_(HYR-582),PI3K,-2.395928676331139,1.9068905956085185,24.109853855016578
35,SN00750295,Dasatinib,"SRC,_Abl",-3.0588936890535687,2.3645724322958563,23.45637830466882
36,SN00755661,10-DEBC_hydrochloride,Selective_Akt/PKB_inhibitor,-1.3959286763311392,2.4059923596758366,23.152647499238565
37,SN00735465,AB-MECA,High_affinity_A3_adenosine_receptor_agonist,-1.434402824145775,2.4168397419128294,21.460854744010085
38,SN00765855,SB939,HDAC,-3.0588936890535687,2.5058909297299574,19.943520113037923
39,SN00742770,CYT387,JAK2,-3.1844245711374275,2.833902076669163,19.887373248584407
40,SN00755542,Pifithrin-_a_hydrobromide,p53_inhibitor._Also_aryl_hydrocarbon_receptor_agonist,-1.3959286763311392,2.62993940943954,19.652678502944365
41,SN00742782,Dasatinib_(BMS-354825_Sprycel),Multi_Kinase_Inhibitors_(Bcr-Abl__SRC),-2.8365012677171206,2.2448870591235344,19.587409224285697
42,SN00765857,AR-42,HDAC,-2.736965594166206,2.176322772640463,19.237698465983634
43,SN00765818,Nicotinamide,SIRT_inhibitor,-3.1844245711374275,3.1554254317471973,19.045901096330827
44,SN00765848,PCI-24781,HDAC,-2.9434164716336326,2.4436066514756147,17.30293061666037
45,SN00756050,Naproxen_sodium,Cyclooxygenase_inhibitor,-1.4739311883324124,2.604071323668861,16.98204905252815
46,SN00756424,NSC_95397,Selective_Cdc25_dual_specificity_phosphatase_inhibitor,-1.4739311883324124,2.625270489374693,16.728022124024044
47,SN00755575,1-Acetyl-4-methylpiperazine_hydrochloride,Nicotinic_agonist,-1.8365012677171204,2.1858665453113337,16.163831500243948
48,SN00750405,Bortezomib,proteasome,-2.395928676331139,2.160274831408593,14.278038953534285
49,SN00735360,Danazol,Anterior_pituitary_suppressant;_weak_androgen,-2.321928094887362,3.8186460828225393,14.1592604737534
50,SN00734848,1-Aminocyclopropanecarboxylic_acid_hydrochloride,NMDA_glutamate_receptor_agonist_acting_at_the_glycine_site,-1.5563933485243853,2.611172380044005,14.060052666178466
51,SN00750280,SNS-032(BMS-387032),CDK,-2,2.1858665453113337,13.857595675787392
52,SN00844621,Dinaciclib,CDK9_Inhibitor,-2.8365012677171206,3.604071323668861,13.83267167906278
53,SN00750341,VX-745,p38_MAPK,-2.473931188332412,2.1984941536390834,13.793952055675344
54,SN00756231,CGP_55845,"Potent,_selective_GABAB_antagonist",-1.8889686876112561,2.2387868595871163,13.713029189501828
55,SN00734615,1-(m-Chlorophenyl)-biguanide_hydrochloride,5-HT3_serotonergic_receptor_agonist,-2.8365012677171206,3.576522137920503,13.205546839578256
56,SN00755897,(S)-SNAP_5114,GABA_uptake_inhibitor,-1.8365012677171204,2.298658315564515,12.96458321012782
57,SN00737094,Mitoxantrone_dihydrochloride,DNA_topoisomerase_II_inhibitor,-2.643856189774725,3.6915341649192004,12.396419635470902
58,SN00734708,Nylidrin_hydrochloride,beta_Adrenoceptor_agonist;_peripheral_vasodilator,-1.5563933485243853,2.8379432418910273,12.287057785269873
59,SN00750418,Finasteride,5alpha-reductase,-1.5994620704162712,2.689299160535892,11.847155874681789
60,SN00756151,AM580,Retinoic_acid_analog;_RARalpha_agonist,-2.473931188332412,2.27500704749987,11.434338349908073
61,SN00750409,NVP-AUY922,HSP90,-2.9434164716336326,3.270528942380718,11.229134131977874
62,SN00750380,LAQ824,HDAC,-2.5563933485243853,2.339137384919585,10.723709577769025
63,SN00737140,Dimethisoquin_hydrochloride,NA,-2.9434164716336326,3.20006486151431,10.666020764941434
64,SN00750326,Everolimus(RAD001),mTOR,-2.1844245711374275,2.2600256559614555,10.497444997470556
65,SN00735654,Sulfaphenazole,Antibacterial;_inhibitor_of_cytochrome_P4502C_enzymes,-2.9434164716336326,2.910732661902913,10.464377589973669
66,SN00750327,Deforolimus(MK-8669),mTOR,-2.0588936890535687,2.2839217723076173,10.444227801266935
67,SN00750197,17-DMAG,HSP90,-2.5563933485243853,3.658782734012828,10.427575768142177
68,SN00737988,Metyrapone,steroid_11?-hydroxylase_inhibitor,-2.9434164716336326,2.9354597478052895,10.348958438386038
69,SN00737860,Flurandrenolide,NA,-2,2.3132458517875616,10.208686634673198
70,SN00735632,Flutamide,Non-steroidal_anti-androgen,-2.9434164716336326,3.082361969557474,10.174426748240755
71,SN00742874,SMI-4a,PIM,-2.9434164716336326,3.058316495590823,10.143101812778502
72,SN00734576,ABT-418_hydrochloride,Neuronal_nicotinic_acetylcholine_receptor_agonist_with_cognition_enhancing_and_anxiolytic_activities,-2.9434164716336326,3.0338634518662837,10.135289790516437
73,SN00755926,RITA,p53-MDM2_interaction_inhibitor;_antitumor,-1.8889686876112561,3.5096958419333872,9.997079447098994
74,SN00844619,PF-04691502,ATP-competitive_PI3K/m_TOR_dueal_inhibitor,-2.2515387669959646,2.277984747299765,9.953650162907845
75,SN00750395,MLN9708,Proteasome,-1.6438561897747246,2.8135246892978105,9.654517404211033
76,SN00750302,Camptothecine,Topoisomerase,-2.1202942337177118,3.634593268445757,9.650008772000678
77,SN00750373,BIIB021,HSP90,-1.9434164716336324,3.523561956057013,9.287196168121252
