Rank,name,Drug.Name,Main.Target,average.cell.count,average.p53.intensity,Mahalanobis_dist
1,SN00755899,Actinomycin_D,Inhibits_RNA_polymerase,-1.2175914350726267,0.6599245584023783,50.97977753239027
2,SN00750398,17-AAG(Geldanamycin),HSP90,-0.16812275880832692,1.2570106182060239,38.43186912523839
3,SN00765797,Ganetespib_(STA-9090),HSP90_and_its_client_proteins_inhibitor,-0.6438561897747247,0.8399595874895318,28.39720713476614
4,SN00737094,Mitoxantrone_dihydrochloride,DNA_topoisomerase_II_inhibitor,-0.4739311883324124,0.7311832415721999,19.03398953074011
5,SN00750197,17-DMAG,HSP90,-0.3400754415976217,0.8155754288625726,19.030890724308847
6,SN00750409,NVP-AUY922,HSP90,-0.6665762662748083,0.35614381022527536,15.626859220461622
7,SN00844621,Dinaciclib,CDK9_Inhibitor,-0.4150374992788438,0.6415460290875237,14.636723276532027
8,SN00737029,Metoclopramide_monohydrochloride,"5-HT3_antagonist,_Dopamine_antagonist",-0.6214883767462701,0.2016338611696504,12.126739670704445
9,SN00734576,ABT-418_hydrochloride,Neuronal_nicotinic_acetylcholine_receptor_agonist_with_cognition_enhancing_and_anxiolytic_activities,-0.6214883767462701,0.16349873228287956,11.84172339944666
10,SN00765818,Nicotinamide,SIRT_inhibitor,-0.5994620704162712,0.08406426478847456,10.732916338249069
11,SN00750484,Mitoxantrone,Topoisomerase,-0.3400754415976217,0.5260688116675876,9.842561442081285
12,SN00734830,Mitoxantrone,DNA_synthesis_inhibitor,-0.13606154957602837,0.6135316529179271,9.231797851803048
13,SN00734897,SKF_83959_hydrobromide,Atypical_D1_dopamine_receptor_agonist;_displays_antagonist_activity_in_vitro_and_agonist_activity_in_vivo,-0.4344028241457749,0.3895668117627256,9.05197275133746
14,SN00735360,Danazol,Anterior_pituitary_suppressant;_weak_androgen,-0.029146345659516508,0.6229303509201767,8.827103868120686
15,SN00756263,AF-DX_116,Selective_M2_antagonist,-0.5145731728297583,0.08406426478847456,8.090815037322841
16,SN00737607,Amifostine,NA,-0.5145731728297583,0.02856915219677092,8.023246902074936
17,SN00734615,1-(m-Chlorophenyl)-biguanide_hydrochloride,5-HT3_serotonergic_receptor_agonist,-0.4150374992788438,0.35614381022527536,8.017159312231367
18,SN00736984,Mepivacaine_hydrochloride,NA,0.5849625007211562,0,7.751262093564407
19,SN00735531,Calcimycin,"Ca2+_ionophore_used_to_potentiate_responses_to_NMDA,_but_not_quisqualate_glutamate_receptors",-0.4941090702700427,0.09761079662642233,7.549797176964168
20,SN00750263,SB_525334,ALK,-0.4941090702700427,0.070389327891398,7.479192055528466
21,SN00755462,3`-Fluorobenzylspiperone_maleate,D2-like_receptor_ligand,-0.4150374992788438,0.28688114778816154,7.020380352262531
22,SN00736972,Esmolol_hydrochloride,cardioselective_beta1_receptor_blocker,-0.4739311883324124,0.056583528366367514,6.906126468010514
23,SN00755530,SKF_83566_hydrobromide,"Potent,_selective_D1-like_antagonist",-0.4739311883324124,0.014355292977070054,6.898241209660093
24,SN00735279,Nialamide,Monoamine_oxidase_inhibitor,-0.4344028241457749,0.2016338611696504,6.5894611868868935
25,SN00755827,Telenzepine_dihydrochloride,"Potent,_selective_M1_antagonist",0.5360529002402097,0,6.425506366498004
26,SN00735085,L-Methionine_sulfoximine,Ornithine_decarboxylase_activator;_glutamine_synthetase_inhibitor,-0.4540316308947075,0.014355292977070054,6.37522896455409
27,SN00735632,Flutamide,Non-steroidal_anti-androgen,-0.4150374992788438,0.18903382439001687,6.018057512608235
28,SN00737440,Carbidopa,inhibits_aromatic-L-amino-acid_decarboxylase_(DOPA_Decarboxylase_or_DDC),-0.4344028241457749,0,5.896973764521623
29,SN00750219,LY2228820,p38_MAPK,-0.3770696490798233,0.2630344058337938,5.869745430430984
30,SN00755780,Guanfacine_hydrochloride,alpha2A_agonist,-0.4150374992788438,0.16349873228287956,5.834677674353962
31,SN00735411,Cinnarizine,Ca2+_channel_blocker;_central_and_peripheral_vasodilator,-0.4150374992788438,0.16349873228287956,5.834677674353962
32,SN00766643,AT13387,HSP90_inhibitor,-0.043943347587597055,0.5058909297299573,5.78572304453293
33,SN00736981,Bromhexine_hydrochloride,NA,-0.4150374992788438,0.13750352374993502,5.681239926143149
34,SN00737079,Guanfacine_hydrochloride,Alpha_2A_agonist,-0.4150374992788438,0.11103131238874395,5.559458824733541
35,SN00755943,Gossypol,Pro-apoptotic;_downregulates_Bcl-2_and_Bcl-XL,-0.4150374992788438,0.070389327891398,5.440190332349294
36,SN00737044,Bupropion_hydrochloride,NA,-0.3770696490798233,0.18903382439001687,5.155223324783129
37,SN00750309,Zibotentan(ZD4054),ETA-receptor,-0.3770696490798233,0.17632277264046287,5.059845820105528
38,SN00737653,"Camptothecine_(S,+)",Topoisomerase_I_inhibitor,-0.07400058144377693,0.46466826700344427,5.010101535354889
