Rank,name,Drug.Name,Main.Target,average.cell.count,average.p53.intensity,Mahalanobis_dist
1,SN00750231,PHA-793887,CDK,0.014355292977070054,1.304511041809953,20.72911541635149
2,SN00756104,A_205804,Selective_inhibitor_of_E-selectin_and_ICAM-1_expression,0.02856915219677092,1.1953475983222193,17.18502438182057
3,SN00756108,Clofarabine,Deoxycytidine_kinase_(dCK)_substrate,0.04264433740849372,0.9927684307689242,11.608464523688225
4,SN00735266,RepSox,"RepSox_Inhibits_TGF-beta_receptor_signaling_Retroviral_transduction_of_Sox2,_Oct4,_and_Klf4_genes_results_in_direct_reprogramming_of_somatic_cells_into_induced_pluripotent_stem_cells_(iPSCs)",0.18903382439001687,0.8559896973084807,7.879859685400514
5,SN00844627,PNX_509_014_A,PRMT5,0.6229303509201767,0.5655971758542251,7.279164119164427
6,SN00756425,AC_55649,Selective_RARbeta2_agonist,0.5360529002402097,0.014355292977070054,5.033863494067543
7,SN00750398,17-AAG(Geldanamycin),HSP90,0.12432813500220177,0.6507645591169023,4.50612809598257
8,SN00735412,Cilostazol,Specific_type_III_phosphodiesterase_(PDE)_inhibitor,0.5058909297299573,0.02856915219677092,4.399899733117927
9,SN00756400,Rolipram,PDE4_inhibitor,0.49569516262406876,0.014355292977070054,4.2857646936132365
10,SN00765828,BIX-01294,Histone_methyl_transferase_inhibitor,0.49569516262406876,0.070389327891398,4.048249302378045
11,SN00804474,LSD1-C76,LSD1_Inhibitor,0.45417589318580215,0.44360665147561484,3.9592685583238176
12,SN00765830,CTPB,HAT_inhibitor,0.48542682717024166,0.3103401206121505,3.7781915356760507
13,SN00735504,Tyrphostin_AG_537,EGFR_protein_tyrosine_kinase_inhibitor,0.48542682717024166,0.11103131238874395,3.7546139873171285
14,SN00756427,N-Desmethylclozapine,5-HT2C_antagonist,0.45417589318580215,0.04264433740849372,3.46055204918207
15,SN00737320,Hexamethonium_dibromide_dihydrate,Ganglion_blocking_agent,0.44360665147561484,0.014355292977070054,3.4091552691506526
16,SN00756404,T_0070907,Highly_potent_and_selective_PPARgamma_antagonist,0.44360665147561484,0.014355292977070054,3.4091552691506526
17,SN00734608,(+)-Pilocarpine_hydrochloride,Cholinergic_receptor_agonist,0.43295940727610627,0.014355292977070054,3.242307487102317
18,SN00737321,Hemicholinium_bromide,"Acetylcholine_stores_depletor,_Acetylcholine_uptake_inhibitor",0.45417589318580215,0.16349873228287956,3.182790195814072
19,SN00765815,EX-527,SIRT1_inhibitor,0.44360665147561484,0.11103131238874395,3.0982110721651233
20,SN00735493,TBBz,Cell-permeable_casein_kinase_2_(CK2)_inhibitor,0.056583528366367514,0.5260688116675876,3.0078107145716446
21,SN00750257,SU11274(PKI-SU11274),c-Met,0.43295940727610627,0.27500704749986976,2.9715282917152797
22,SN00804470,GSK126,EZH2_Methyltransferase_Inhibitor,0.43295940727610627,0.09761079662642233,2.9690523944723086
23,SN00750201,Selegiline_hydrochloride,monoamine_oxidase,0.43295940727610627,0.09761079662642233,2.9690523944723086
24,SN00736895,Fluvastatin_sodium_salt,HMG_CoA_reductase_inhibitor,0.41142624572646497,0.34482849699744117,2.935607817935886
25,SN00735623,3`-Azido-3`-deoxythymidine,Reverse_transcriptase_inhibitor;_active_against_HIV-1_virus,0.41142624572646497,0.014355292977070054,2.9176703387050233
26,SN00735674,Fenofibrate,PPAR-alpha_receptor_agonist;_lipid_regulating_drug,0.4222330006830478,0.29865831556451516,2.897903510846276
27,SN00735650,"8-Cyclopentyl-1,3-dipropylxanthine",Selective_A1_adenosine_receptor_antagonist,0.43295940727610627,0.21412480535284734,2.880975700635376
28,SN00734437,(±)-Norepinephrine_(+)bitartrate,Adrenergic_neurotransmitter,0.43295940727610627,0.18903382439001687,2.870935250114353
29,SN00737324,Demecarium_bromide,NA,0.41142624572646497,0.02856915219677092,2.8615967573542322
30,SN00765812,PhenylbutyrateáNa,HDAC_inhibitor,0.41142624572646497,0.02856915219677092,2.8615967573542322
31,SN00765813,Tranylcypromine_hemisulfate,Lysine_demethylase_inhibitor,0.4222330006830478,0.09761079662642233,2.8139161160332558
32,SN00735666,Eupatorin,Eupatorin_acts_as_an_antiproliferative_in_cells_expressing_the_CYP1A-_family_It_induces_G2/M_block_follow_by_apoptosis_in_cells_expressing_the_CYP1A-_family,0.4222330006830478,0.12432813500220177,2.766178883006838
33,SN00737548,Cilnidipine,dihydropyridine_calcium_channel_blocker,0.4222330006830478,0.23878685958711648,2.7660068637125246
34,SN00736964,Naloxone_hydrochloride,Opiate_antagonist,0.4222330006830478,0.13750352374993502,2.749284268850687
35,SN00734594,O-Methylserotonin_hydrochloride,Nonselective_serotonin_receptor_agonist_that_lacks_affinity_for_the_5-HT3_receptor,0.4222330006830478,0.15055967657538138,2.7368734334254397
36,SN00844626,SYN-CTx-10063,PRMT5,0.25096157353321874,0.49569516262406876,2.736279960333125
37,SN00737530,Tazobactam,NA,0.4222330006830478,0.2016338611696504,2.729742932718275
38,SN00755804,Sertraline_hydrochloride,5-HT_re-uptake_inhibitor,0.41142624572646497,0.070389327891398,2.726249415532269
39,SN00737786,Cefixime,NA,0.41142624572646497,0.070389327891398,2.726249415532269
40,SN00737885,Isosorbide_dinitrate,Nitric_oxide_(NO)_donor,0.41142624572646497,0.070389327891398,2.726249415532269
41,SN00737278,Edrophonium_chloride,"Cholinergic,_Cholinesterase_inhibitor",0.4005379295837288,0.02856915219677092,2.7054737752278437
42,SN00737243,Guanadrel_sulfate,NA,0.41142624572646497,0.09761079662642233,2.6619157377433234
43,SN00755823,Buspirone_hydrochloride,5-HT1A_partial_agonist,0.41142624572646497,0.12432813500220177,2.6169970044232422
44,SN00756393,S-(-)-Atenolol,beta1-antagonist._Active_isomer_of_atenolol_(Cat._No._0387),0.41142624572646497,0.12432813500220177,2.6169970044232422
45,SN00844625,SYN-CTx-10066,PRMT5,0.3103401206121505,0.44360665147561484,2.6056713126127904
46,SN00737122,Lidocane_hydrochloride,Na+_channel_blocker,0.4005379295837288,0.070389327891398,2.5745714775086
47,SN00756241,Forskolin,Adenylyl_cyclase_activator,0.37851162325372983,0.014355292977070054,2.454544776629932
48,SN00737595,Estradiol_Valerate,gene_transcription_regulator,0.4005379295837288,0.16349873228287956,2.441996246994721
49,SN00734491,2-Chloroadenosine_triphosphate_tetrasodium,P2Y_receptor_agonist,0.4005379295837288,0.17632277264046287,2.44091544962206
