Rank,name,Drug.Name,Main.Target,average.cell.count,average.p53.intensity,Mahalanobis_dist
1,SN00756532,Camptothecin,DNA_topoisomerase_inhibitor,0.08406426478847456,1.0908534304511135,27.950161129353894
2,SN00756104,A_205804,Selective_inhibitor_of_E-selectin_and_ICAM-1_expression,0.29865831556451516,0.9781956296816515,24.045283090262068
3,SN00750302,Camptothecine,Topoisomerase,0.056583528366367514,0.7570232465074596,13.101845148908955
4,SN00750373,BIIB021,HSP90,0.3895668117627256,0.6040713236688608,11.357913197851957
5,SN00765799,"2,4-Pyridinedicarboxylic_Acid",Histone_demethylase_inhibitor,0.6959938131099002,0.09761079662642233,11.317739428689952
6,SN00755926,RITA,p53-MDM2_interaction_inhibitor;_antitumor,0.46466826700344427,0.5360529002402097,11.052078162316839
7,SN00756432,Lonidamine,Mitochondrial_hexokinase_inhibitor,0.6507645591169023,0.014355292977070054,9.715706679018975
8,SN00844627,PNX_509_014_A,PRMT5,0.5058909297299573,0.35614381022527536,8.291973667859052
9,SN00737472,Auranofin,NA,0.5558161550616397,0.11103131238874395,7.088694029392814
10,SN00737784,Naproxen,Cyclooxygenase_inhibitor,0.5160151470036647,0.12432813500220177,6.118453379205208
11,SN00737447,Granisetron,serotonin_5-HT3_receptor_antagonist,0.5160151470036647,0.02856915219677092,5.896437573218476
12,SN00756461,Cilostazol,PDE3A_inhibitor._Also_adenosine_uptake_inhibitor,0.32192809488736235,0.4222330006830478,5.882341837373854
13,SN00735240,Zaprinast,Selective_cGMP-phosphodiesterase_type_V_inhibitor,0.49569516262406876,0.12432813500220177,5.625280432454508
14,SN00804474,LSD1-C76,LSD1_Inhibitor,0.49569516262406876,0.09761079662642233,5.517608379866719
15,SN00735380,Enalaprilat_dihydrate,"Enalaprilat_is_an_inhibitor_of_angiotensin_converting_enzyme_(ACE),_antihypertensive,_and_a_Bradykinin_B1_receptor_activator_Enalaprilat_has_nM_potency_versus_ACE_and_also_activates_B1_receptors_to_release_NO",0.4222330006830478,0.28688114778816154,5.43936616782875
16,SN00735419,SU_6656,Selective_Src_family_kinase_inhibitor,0.13750352374993502,0.48542682717024166,5.382826150278473
17,SN00844626,SYN-CTx-10063,PRMT5,0.48542682717024166,0.11103131238874395,5.3262463893311836
18,SN00737018,Levalbuterol_hydrochloride,beta-2_adrenergic_receptor_stimulation,0.44360665147561484,0.23878685958711648,5.3210885489922575
19,SN00737524,Sarafloxacin,NA,0.09761079662642233,0.48542682717024166,5.220456112289061
20,SN00735534,Ketoconazole,Potent_inhibitor_of_cytochrome_P450c17_enzyme;_antifungal_agent,0.47508488294878265,0.11103131238874395,5.089054449057287
21,SN00737567,Fluconazole,fungal_cytochrome_P450_enzyme_14a-demethylase_inhibitor,0.3334237337251918,0.36737106564852945,5.061768725228338
22,SN00735091,"(S)-3,5-Dihydroxyphenylglycine",Group_I_metabotropic_glutamate_receptor_(mGluR1)_agonist,0.47508488294878265,0.02856915219677092,4.9254138584631555
23,SN00735670,(S)-(+)-Camptothecin,DNA_topoisomerase_I_inhibitor,0.23878685958711648,0.4222330006830478,4.8390757816204895
24,SN00737240,Butirosin_disulfate_salt,Ribosomal_protein_synthesis_inhibitor,0.46466826700344427,0.08406426478847456,4.765154748064319
25,SN00742865,TG101209,JAK2,0.46466826700344427,0.08406426478847456,4.765154748064319
26,SN00755742,Daunorubicin_hydrochloride,RNA_synthesis_inhibitor,0.25096157353321874,0.41142624572646497,4.76196847388734
27,SN00737576,Lofexidine,alpha2-adrenergic_receptor_agonist,0.43295940727610627,0.2016338611696504,4.7490873538458
28,SN00737636,Mephenesin,NA,0.46466826700344427,0.070389327891398,4.732990626200605
29,SN00735384,PAPP,Selective_5-HT1A_serotonin_receptor_agonist,0.08406426478847456,0.46466826700344427,4.726212383392169
30,SN00750231,PHA-793887,CDK,0.2016338611696504,0.43295940727610627,4.700834520574266
31,SN00756146,Omeprazole,"H+,K+-ATPase_inhibitor",0.46466826700344427,0.014355292977070054,4.698141703058306
32,SN00750232,Flavopiridol(Alvocidib),CDK,0.16349873228287956,0.44360665147561484,4.6321676112628225
33,SN00756400,Rolipram,PDE4_inhibitor,0.45417589318580215,0.09761079662642233,4.57693287421999
34,SN00742838,PIK-294,PI3K,0.45417589318580215,0.056583528366367514,4.480741176119758
35,SN00734529,Nelfinavir_mesylate_hydrate,Nelfinavir_is_a_HIV_protease_inhibitor;_antiretroviral;_and_anti-tumor_agent,0.45417589318580215,0.04264433740849372,4.467075847945297
36,SN00756103,TMS,Cytochrome_P450_1B1_inhibitor,0.45417589318580215,0.04264433740849372,4.467075847945297
37,SN00737394,Methiazole,NA,0.45417589318580215,0.02856915219677092,4.463063616909879
38,SN00735631,(-)-Physostigmine,Cholinesterase_inhibitor,0.43295940727610627,0.16349873228287956,4.460106266469083
39,SN00737862,Glimepiride,NA,0.04264433740849372,0.45417589318580215,4.4514121311781265
40,SN00750395,MLN9708,Proteasome,0.44360665147561484,0.08406426478847456,4.310831424559142
41,SN00737124,Cetirizine_dihydrochloride,H1_antagonist,0.44360665147561484,0.014355292977070054,4.243963141065276
42,SN00737245,Ampicillin_trihydrate,NA,0.44360665147561484,0.014355292977070054,4.243963141065276
